repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_01,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,salt_01,False,6,sigpowexpq,2021_10pct_x10,0,0.11,2789028206,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_01/attempt_001/repair_row_enriched.csv,17d3a588319d7f3a75d4bab3a4914cacea43a90b1a92853b659811896a0180f5,1967.493361979424,0.1474152750941879,0.0631194498077581,42.58712690155018,1.0,0.0631194498077581,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_02,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,salt_02,False,6,sigpowexpq,2021_10pct_x10,0,0.11,2949966740,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_02/attempt_001/repair_row_enriched.csv,fdfc5168204bce5608bce7a9d5ab878be6ab52b4237c7397e9a0dd2f70f55678,1967.493361101896,0.1474152750941879,0.0631194498077581,42.58922366765247,1.0,0.0631194498077581,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_03,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,salt_03,False,6,sigpowexpq,2021_10pct_x10,0,0.11,1271136051,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_03/attempt_001/repair_row_enriched.csv,f52b8b7185d8b8ed3b95759d736cea324cce5d00f12229dac887007f2b4b93ae,1967.493364022238,0.1474152750941879,0.0631194498077581,42.59221117430599,1.0,0.0631194498077581,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__warm,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,warm,True,6,sigpowexpq,2021_10pct_x10,0,0.11,4161248318,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/warm/attempt_002/repair_row_enriched.csv,2b03b5a7359dbe1da56ed20ce48207e27b571bcf0987b2694e2ffc3d540cc90c,1967.4933633559065,0.1474152750941879,0.0631194498077581,42.594075492227496,1.0,0.1288420373951844,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050__salt_01,repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050,salt_01,False,6,sigpowexpq,2021_10pct_x10,1,0.05,3369494367,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,7abe64723cfa6660ca9e94c4a4b8530d1149a2907396f45c32e569a6ea76a301,2077.753781695524,0.2346535683564407,0.1004726553650726,41.94204684475019,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050__salt_02,repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050,salt_02,False,6,sigpowexpq,2021_10pct_x10,1,0.05,1183112238,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,8b921024df487fe3d70041c768bd573789db579a6ce4b87a43672b32f599470c,2077.7537797099576,0.2346535683564407,0.1004726553650726,41.94295070916281,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050__salt_03,repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050,salt_03,False,6,sigpowexpq,2021_10pct_x10,1,0.05,2012091912,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,982f70e7cf2beda4b180d25051d4fb2e3f10edc4039a34c0aec59f3cd178a4ba,2077.7537757362156,0.2346535683564407,0.1004726553650726,41.94133112922266,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050__warm,repair__f06__sigpowexpq__2021_10pct_x10__t0001__m050,warm,True,6,sigpowexpq,2021_10pct_x10,1,0.05,4167694590,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/warm/attempt_002/repair_row_enriched.csv,f5ab4a09a58f365eba050c9c9ec195f5f3e6b5a2f79a9a3511b78c546211da5b,2077.7537816277368,0.2346535683564407,0.1004726553650726,41.94734262702102,1.0,0.2050889489557788,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230__salt_01,repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230,salt_01,False,6,sigpowexpq,2021_10pct_x10,8,0.23,1645367263,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,06aacb8dd6573973d60c841c03d0bb0ecaaa68fba1d652a5549776490c6dcdfd,1889.1101066007095,0.1564160525271862,0.0669733524582803,43.05981225290191,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230__salt_02,repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230,salt_02,False,6,sigpowexpq,2021_10pct_x10,8,0.23,3696197770,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,99274c37da9653f9190c5bd55deb9dacbe577469f7268bb064c04d2e25afa5ea,1889.1101061830632,0.1564160525271862,0.0669733524582803,43.0598498874135,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230__salt_03,repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230,salt_03,False,6,sigpowexpq,2021_10pct_x10,8,0.23,1300897153,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,0bcb7be8c327afc37eb571b1760daa0c4a3af2288fec7f40293ba811621693db,1626.924657629209,0.0798802647335961,0.0669733524582803,7.545048852896914,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230__warm,repair__f06__sigpowexpq__2021_10pct_x10__t0008__m230,warm,True,6,sigpowexpq,2021_10pct_x10,8,0.23,3608225637,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/warm/attempt_002/repair_row_enriched.csv,7cabd1bfb56aced8738e7c78570b2c37145bb72d13fad45fa467a991f5c58c20,1889.110106977548,0.1564160525271862,0.0669733524582803,43.05980508108603,1.0,0.1367087832386334,True,False
repair__f06__sigpowexpq__2021_1pct__t0008__m210__salt_01,repair__f06__sigpowexpq__2021_1pct__t0008__m210,salt_01,False,6,sigpowexpq,2021_1pct,8,0.21,2644011913,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001/repair_row_enriched.csv,3341ec4709c553919ef782f1adf438e3c49c8c56cade0da25535d4776a70f934,1108.6177942480329,0.1508474061622244,0.0645890005347379,21.80019447064329,1.0,0.0645890005347379,True,False
repair__f06__sigpowexpq__2021_1pct__t0008__m210__salt_02,repair__f06__sigpowexpq__2021_1pct__t0008__m210,salt_02,False,6,sigpowexpq,2021_1pct,8,0.21,2516706356,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001/repair_row_enriched.csv,f896c0c5f12f1ccfe25d046fa236b303665c697dd231df4dfe005810e38f5917,1108.617794228958,0.1508474061622244,0.0645890005347379,21.800206079248255,1.0,0.0645890005347379,True,False
repair__f06__sigpowexpq__2021_1pct__t0008__m210__salt_03,repair__f06__sigpowexpq__2021_1pct__t0008__m210,salt_03,False,6,sigpowexpq,2021_1pct,8,0.21,1398895877,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001/repair_row_enriched.csv,220602fc4ac95e0de01524f9a631f0f474a02f910a87eaec96c035fbeb9ea4ac,1108.6177942445436,0.1508474061622244,0.0645890005347379,21.800237503669923,1.0,0.0645890005347379,True,False
repair__f06__sigpowexpq__2021_1pct__t0008__m210__warm,repair__f06__sigpowexpq__2021_1pct__t0008__m210,warm,True,6,sigpowexpq,2021_1pct,8,0.21,2987262521,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_002/repair_row_enriched.csv,8b23c9183e5b0a951fae7f16da3f48d7cf6f2ce750f59ce432d003dec2d48ae2,1108.617794240456,0.1508474061622244,0.0645890005347379,21.8001742143242,5.861467645103672,0.126321495684077,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050__salt_01,repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050,salt_01,False,6,sigpowexpq,2021_1pct_x100,4,0.05,1090502761,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,614bdca6f0ee1bff28fc0a596e27181b963fab05f7e1f92b0f710ce0de6c53fa,2049.266770380317,0.2346535683564407,0.1004726553650726,42.61293965657469,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050__salt_02,repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050,salt_02,False,6,sigpowexpq,2021_1pct_x100,4,0.05,3150822709,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,ca483540dea7e24f3e4b1440301f6f3fc6ef470a88541264b5f009dcf513f066,2049.2667664444293,0.2346535683564407,0.1004726553650726,42.610261336669275,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050__salt_03,repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050,salt_03,False,6,sigpowexpq,2021_1pct_x100,4,0.05,220879081,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,d94654590990a069f258eb48aa0bf7eeb277cb25b29eb10811ad3d0aa2defc13,2049.2667692880855,0.2346535683564407,0.1004726553650726,42.61605414917557,1.0,0.1004726553650726,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050__warm,repair__f06__sigpowexpq__2021_1pct_x100__t0004__m050,warm,True,6,sigpowexpq,2021_1pct_x100,4,0.05,938975551,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/warm/attempt_002/repair_row_enriched.csv,97eeab6de5aadbcee6e38424263302f4bfbf9bdf446a655ddad83e1b4a732949,2049.266766519049,0.2346535683564407,0.1004726553650726,42.62695551948577,1.0,0.2050889489557788,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230__salt_01,repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230,salt_01,False,6,sigpowexpq,2021_1pct_x100,6,0.23,2354840910,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,f1e5d501beafd7f423335c72cba00a1bd617dfe67d76439dd644210ca6e3bddb,1856.8178714073872,0.1564160525271862,0.0669733524582803,41.9889743318648,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230__salt_02,repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230,salt_02,False,6,sigpowexpq,2021_1pct_x100,6,0.23,4219210285,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,8b7c3acf6cd4c8daf79f11b997a1c6f2fd2662ff4990072a1e99ab6937fe5502,1856.8178716971672,0.1564160525271862,0.0669733524582803,41.97851447321837,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230__salt_03,repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230,salt_03,False,6,sigpowexpq,2021_1pct_x100,6,0.23,55378436,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,2aa3debe955497d3dd77a769226144419646373521954fef973cc150d17b9705,1856.8178753397397,0.1564160525271862,0.0669733524582803,41.98192362178038,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230__warm,repair__f06__sigpowexpq__2021_1pct_x100__t0006__m230,warm,True,6,sigpowexpq,2021_1pct_x100,6,0.23,1943258633,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/warm/attempt_002/repair_row_enriched.csv,5bafc8e965a87151075e3208e632afdafa5149da2254630ee325680f91bf8268,1856.8178722041407,0.1564160525271862,0.0669733524582803,41.98192229310515,1.0,0.1367087832386334,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230__salt_01,repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230,salt_01,False,6,sigpowexpq,2021_1pct_x100,8,0.23,3525613161,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,e1e7b7db025de90c7c7e420e42864f926973f6f773cfe31a1ba06486a160de67,1868.517612434638,0.1564160525271862,0.0669733524582803,42.00748586242718,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230__salt_02,repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230,salt_02,False,6,sigpowexpq,2021_1pct_x100,8,0.23,531916322,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,d9edc66d70e1bd02aeb1d0a83e88f3face7549ae56cea9c846ddfed8712fc219,1868.5176094811152,0.1564160525271862,0.0669733524582803,42.0063038000525,1.0,0.0669733524582803,True,False
repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230__salt_03,repair__f06__sigpowexpq__2021_1pct_x100__t0008__m230,salt_03,False,6,sigpowexpq,2021_1pct_x100,8,0.23,1944650512,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f06/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,8812d48ea916f926f113720b06984031ec1ccef7a7508f2d92bf2647b7886645,1868.5176121543848,0.1564160525271862,0.0669733524582803,42.00406090490195,1.0,0.0669733524582803,True,False
